Network_SID,DateTime_Key,NodeName,NeId,Object,Time,Interval,Direction,NeAlias,NeType,RFInputPower,TID,FarEndTID,SLOT,PORT
-675375834,2021/01/21 05:15:00,SOEM1,5008,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TE1240.1,AMM 2PB,-50.4,340b,309d,1/2+,1
944624046,2021/01/21 05:15:00,SOEM1,5018,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2876.1,AMM 2PB,-36.3,m76z,m75z,1/2+,1
863954649,2021/01/21 05:15:00,SOEM1,5019,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4266.1,AMM 2PB,-42.9,T66a,T41c,1/2+,1
696042998,2021/01/21 05:15:00,SOEM1,5005,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5490.1,AMM 2PB,-39.1,690b,h98b,1/2+,1
-348877127,2021/01/21 05:15:00,SOEM1,5031,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3598-TN2.1,AMM 2PB,-45.1,U98a,V17a,1/2+,1
-348877127,2021/01/21 05:15:00,SOEM1,5031,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3598-TN2.1,AMM 2PB,-44.8,U98b,U29c,1/3+,1
-580670137,2021/01/21 05:15:00,SOEM1,5017,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-JI1874-TN2.1,AMM 2PB,-47.0,I74d,I91b,1/2+,1
-871685301,2021/01/21 05:15:00,SOEM1,5024,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5258.1,AMM 2PB,-39.8,h58a,A77f,1/2+,1
833527725,2021/01/21 05:15:00,SOEM1,5023,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4260.1,AMM 6PC,-45.7,T60a,T69a,1/6+,1
833527725,2021/01/21 05:15:00,SOEM1,5023,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4260.1,AMM 6PC,-46.0,T60c,T83f,1/4+,1
-1860850081,2021/01/21 05:15:00,SOEM1,5028,1/15.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3533-TN1.1,AMM 20PB,-42.9,U33m,699a,1/15+,1
-1860850081,2021/01/21 05:15:00,SOEM1,5028,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3533-TN1.1,AMM 20PB,-42.3,U33b,UT1c,1/2+,1
-1860850081,2021/01/21 05:15:00,SOEM1,5028,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3533-TN1.1,AMM 20PB,-48.2,U33b,UT1c,1/3+,1
-1975131129,2021/01/21 05:15:00,SOEM1,5007,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1664.1,AMM 6PC,-39.1,A64e,240a,1/6+,1
-1975131129,2021/01/21 05:15:00,SOEM1,5007,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1664.1,AMM 6PC,-44.5,A64c,f24b,1/5+,1
-1975131129,2021/01/21 05:15:00,SOEM1,5007,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1664.1,AMM 6PC,-43.8,A64d,h04a,1/4+,1
-1975131129,2021/01/21 05:15:00,SOEM1,5007,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1664.1,AMM 6PC,-39.8,A64b,A88h,1/3+,1
-1975131129,2021/01/21 05:15:00,SOEM1,5007,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1664.1,AMM 6PC,-39.5,A64a,A88g,1/2+,1
2099211801,2021/01/21 05:15:00,SOEM1,5049,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4248.1,AMM 2PB,-41.0,T48b,T12d,1/2+,1
1557421418,2021/01/21 05:15:00,SOEM1,5044,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4209.1,AMM 6PC,-42.9,T09d,T62a,1/5+,1
1354586271,2021/01/21 05:15:00,SOEM1,5040,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4616.1,AMM 2PB,-38.2,t16a,T83d,1/2+,1
1587490251,2021/01/21 05:15:00,SOEM1,5061,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT03-TN2.1,AMM 20PB,-37.3,TT3e,T23b,1/14+,1
1587490251,2021/01/21 05:15:00,SOEM1,5061,1/13.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT03-TN2.1,AMM 20PB,-45.7,TT3m,T64a,1/13+,1
1587490251,2021/01/21 05:15:00,SOEM1,5061,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT03-TN2.1,AMM 20PB,-37.9,TT3e,T45b,1/2+,1
1587490251,2021/01/21 05:15:00,SOEM1,5061,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT03-TN2.1,AMM 20PB,-38.2,TT3b,T45d,1/3+,1
-2025991973,2021/01/21 05:15:00,SOEM1,5056,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4241.1,AMM 2PB,-46.0,T41b,T12c,1/3+,1
-2025991973,2021/01/21 05:15:00,SOEM1,5056,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4241.1,AMM 2PB,-41.6,T41c,T66a,1/2+,1
1321072129,2021/01/21 05:15:00,SOEM1,5043,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3576-TN2.1,AMM 6PC,-47.0,U76h,U09p,1/5+,1
1321072129,2021/01/21 05:15:00,SOEM1,5043,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3576-TN2.1,AMM 6PC,-46.0,U76f,U09s,1/3+,1
1321072129,2021/01/21 05:15:00,SOEM1,5043,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3576-TN2.1,AMM 6PC,-48.2,U76g,U09v,1/4+,1
1321072129,2021/01/21 05:15:00,SOEM1,5043,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM3576-TN2.1,AMM 6PC,-48.5,U76e,U09r,1/2+,1
302177801,2021/01/21 05:15:00,SOEM1,5053,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT07.1,AMM 6PC,-49.5,TT7b,T27a,1/4+,1
302177801,2021/01/21 05:15:00,SOEM1,5053,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT07.1,AMM 6PC,-41.3,TT7a,TT2k,1/3+,1
302177801,2021/01/21 05:15:00,SOEM1,5053,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT07.1,AMM 6PC,-37.6,TT7a,TT2k,1/2+,1
-2075271765,2021/01/21 05:15:00,SOEM1,5046,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5298.1,AMM 2PB,-99.9,h98a,264b,1/2+,1
-2075271765,2021/01/21 05:15:00,SOEM1,5046,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5298.1,AMM 2PB,-40.4,h98b,690b,1/3+,1
-1743585336,2021/01/21 05:15:00,SOEM1,5014,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4202.1,AMM 6PC,-46.4,T02d,T46a,1/6+,1
-1743585336,2021/01/21 05:15:00,SOEM1,5014,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4202.1,AMM 6PC,-45.7,T02c,T44b,1/3+,1
-1743585336,2021/01/21 05:15:00,SOEM1,5014,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4202.1,AMM 6PC,-42.0,T02e,T83d,1/2+,1
1767305589,2021/01/21 05:15:00,SOEM1,5038,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4245.1,AMM 6PC,-38.2,T45d,TT3b,1/5+,1
1767305589,2021/01/21 05:15:00,SOEM1,5038,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4245.1,AMM 6PC,-39.1,T45b,TT3e,1/4+,1
1767305589,2021/01/21 05:15:00,SOEM1,5038,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4245.1,AMM 6PC,-36.3,T45g,T83a,1/3+,1
1767305589,2021/01/21 05:15:00,SOEM1,5038,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4245.1,AMM 6PC,-36.9,T45f,T83c,1/2+,1
2120391467,2021/01/21 05:15:00,SOEM1,5077,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-MS3228.1,AMM 2PB,-41.3,M28z,m83z,1/2+,1
1994037791,2021/01/21 05:15:00,SOEM1,5081,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AI4483.1,AMM 2PB,-40.4,a83a,a03e,1/2+,1
-815711296,2021/01/21 05:15:00,SOEM1,5085,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4259.1,AMM 6PC,-41.6,T59a,T82b,1/2+,1
-815711296,2021/01/21 05:15:00,SOEM1,5085,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4259.1,AMM 6PC,-37.9,T59d,T13c,1/6+,1
1814209629,2021/01/21 05:15:00,SOEM1,5076,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6551.1,AMM 2PB,-45.7,K51b,A07a,1/3+,1
1814209629,2021/01/21 05:15:00,SOEM1,5076,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6551.1,AMM 2PB,-99.9,k51a,n05d,1/2+,1
-1844284923,2021/01/21 05:15:00,SOEM1,5067,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4227.1,AMM 2PB,-47.9,T27a,TT7b,1/2+,1
915360445,2021/01/21 05:15:00,SOEM1,5078,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TO1580.1,AMM 6PC,-44.5,Z80b,ZTDe,1/3+,1
915360445,2021/01/21 05:15:00,SOEM1,5078,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-TO1580.1,AMM 6PC,-38.2,Z80f,JTDm,1/5+,1
915360445,2021/01/21 05:15:00,SOEM1,5078,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-TO1580.1,AMM 6PC,-45.4,Z80d,J62a,1/6+,1
915360445,2021/01/21 05:15:00,SOEM1,5078,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-TO1580.1,AMM 6PC,-38.5,Z80e,JTDm,1/4+,1
915360445,2021/01/21 05:15:00,SOEM1,5078,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TO1580.1,AMM 6PC,-46.4,Z80c,ZTDh,1/2+,1
1027617305,2021/01/21 05:15:00,SOEM1,5062,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4283-TN1.1,AMM 6PC,-37.3,T83a,T45g,1/5+,1
1027617305,2021/01/21 05:15:00,SOEM1,5062,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4283-TN1.1,AMM 6PC,-42.9,T83e,t12a,1/6+,1
1027617305,2021/01/21 05:15:00,SOEM1,5062,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4283-TN1.1,AMM 6PC,-36.9,T83c,T45f,1/4+,1
1027617305,2021/01/21 05:15:00,SOEM1,5062,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4283-TN1.1,AMM 6PC,-49.8,T83b,T82a,1/3+,1
1027617305,2021/01/21 05:15:00,SOEM1,5062,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4283-TN1.1,AMM 6PC,-44.2,T83d,T02e,1/2+,1
-635825457,2021/01/21 05:15:00,SOEM1,5075,1/15.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT03-TN1.1,AMM 20PB,-42.0,TT3r,t19a,1/15+,1
-635825457,2021/01/21 05:15:00,SOEM1,5075,1/17.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT03-TN1.1,AMM 20PB,-41.0,TT3m,T42f,1/17+,1
-635825457,2021/01/21 05:15:00,SOEM1,5075,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT03-TN1.1,AMM 20PB,-99.9,TT3g,TT2i,1/8+,1
-635825457,2021/01/21 05:15:00,SOEM1,5075,1/16.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT03-TN1.1,AMM 20PB,-42.3,TT3i,T42b,1/16+,1
432661662,2021/01/21 05:15:00,SOEM1,5083,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4242.1,AMM 6PC,-42.9,T42c,T62b,1/6+,1
432661662,2021/01/21 05:15:00,SOEM1,5083,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4242.1,AMM 6PC,-42.9,T42a,T01a,1/5+,1
432661662,2021/01/21 05:15:00,SOEM1,5083,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4242.1,AMM 6PC,-44.2,T42d,T61b,1/4+,1
432661662,2021/01/21 05:15:00,SOEM1,5083,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4242.1,AMM 6PC,-41.6,T42f,TT3m,1/3+,1
432661662,2021/01/21 05:15:00,SOEM1,5083,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4242.1,AMM 6PC,-42.3,T42b,TT3i,1/2+,1
780834985,2021/01/21 05:15:00,SOEM1,5080,1/16.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT02.1,AMM 20PB,-41.6,TT2l,T71a,1/16+,1
780834985,2021/01/21 05:15:00,SOEM1,5080,1/12.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT02.1,AMM 20PB,-39.8,TT2m,T04b,1/12+,1
780834985,2021/01/21 05:15:00,SOEM1,5080,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT02.1,AMM 20PB,-37.3,TT2k,TT7a,1/6+,1
780834985,2021/01/21 05:15:00,SOEM1,5080,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT02.1,AMM 20PB,-42.9,TT2k,TT7a,1/7+,1
780834985,2021/01/21 05:15:00,SOEM1,5080,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT02.1,AMM 20PB,-42.3,TT2m,T70a,1/2+,1
780834985,2021/01/21 05:15:00,SOEM1,5080,1/19.1/1,2021-01-21 00:00:00,24,Near End,TN-TPT02.1,AMM 20PB,-45.7,TT2e,T03b,1/19+,1
-1661500532,2021/01/21 05:15:00,SOEM1,5086,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM6454.1,AMM 2PB,-46.4,u54a,U09j,1/2+,1
497654824,2021/01/21 05:15:00,SOEM1,5101,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2823.1,AMM 2PB,-49.5,m23z,mT2z,1/2+,1
-1837302594,2021/01/21 05:15:00,SOEM1,5096,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL4938.1,AMM 2PB,0.0,L38d,L24e,1/3+,1
2061058089,2021/01/21 05:15:00,SOEM1,5098,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-MS2872.1,AMM 2PB,-53.3,m72a,m15d,1/2+,1
-1970161050,2021/01/21 05:15:00,SOEM1,5100,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-MS3236.1,AMM 2PB,-40.4,M36z,m22z,1/3+,1
-2109255427,2021/01/21 05:15:00,SOEM1,5082,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4262.1,AMM 2PB,-41.6,T62a,T09d,1/3+,1
-2109255427,2021/01/21 05:15:00,SOEM1,5082,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4262.1,AMM 2PB,-42.9,T62b,T42c,1/2+,1
694734144,2021/01/21 05:15:00,SOEM1,5097,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-TP4624.1,AMM 2PB,-46.4,t24a,T15e,1/2+,1
851975468,2021/01/21 05:15:00,SOEM1,5095,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5112.1,AMM 6PC,-40.4,412a,ATMd,1/6+,1
851975468,2021/01/21 05:15:00,SOEM1,5095,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5112.1,AMM 6PC,-48.9,412a,L92e,1/5+,1
851975468,2021/01/21 05:15:00,SOEM1,5095,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5112.1,AMM 6PC,-38.5,412a,413b,1/3+,1
-305847538,2021/01/21 05:15:00,SOEM1,5094,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1639.1,AMM 20PB,-47.3,239h,A39h,1/5+,1
-305847538,2021/01/21 05:15:00,SOEM1,5094,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1639.1,AMM 20PB,-49.2,239j,A39g,1/4+,1
-305847538,2021/01/21 05:15:00,SOEM1,5094,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1639.1,AMM 20PB,-34.7,A39b,A52c,1/6+,1
-305847538,2021/01/21 05:15:00,SOEM1,5094,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1639.1,AMM 20PB,-50.4,239e,A39e,1/2+,1
-305847538,2021/01/21 05:15:00,SOEM1,5094,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1639.1,AMM 20PB,-38.5,A39c,A52i,1/7+,1
-305847538,2021/01/21 05:15:00,SOEM1,5094,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1639.1,AMM 20PB,-48.2,239f,A39f,1/3+,1
-989845843,2021/01/21 05:15:00,SOEM1,5105,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5269.1,AMM 6PC,-44.2,h69a,528b,1/3+,1
-989845843,2021/01/21 05:15:00,SOEM1,5105,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5269.1,AMM 6PC,-44.8,h69B,AP9A,1/4+,1
-989845843,2021/01/21 05:15:00,SOEM1,5105,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5269.1,AMM 6PC,-37.6,h69d,k21b,1/5+,1
-989845843,2021/01/21 05:15:00,SOEM1,5105,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5269.1,AMM 6PC,-42.6,h69b,A44h,1/2+,1
1625662989,2021/01/21 05:15:00,SOEM1,5120,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL4932.1,AMM 6PC,-36.9,L32b,L37c,1/2+,1
334776584,2021/01/21 05:15:00,SOEM1,5091,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1628.1,AMM 20PB,-43.8,A28c,L75b,1/4+,1
334776584,2021/01/21 05:15:00,SOEM1,5091,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1628.1,AMM 20PB,-44.8,A28a,L75n,1/2+,1
334776584,2021/01/21 05:15:00,SOEM1,5091,1/15.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1628.1,AMM 20PB,-36.0,A28g,n16a,1/15+,1
334776584,2021/01/21 05:15:00,SOEM1,5091,1/14.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1628.1,AMM 20PB,-45.4,A28h,f26a,1/14+,1
334776584,2021/01/21 05:15:00,SOEM1,5091,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1628.1,AMM 20PB,-88.4,A28i,h79a,1/7+,1
334776584,2021/01/21 05:15:00,SOEM1,5091,1/8.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1628.1,AMM 20PB,-87.1,A28j,h79d,1/8+,1
334776584,2021/01/21 05:15:00,SOEM1,5091,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1628.1,AMM 20PB,-43.8,A28b,L75m,1/3+,1
334776584,2021/01/21 05:15:00,SOEM1,5091,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1628.1,AMM 20PB,-43.8,A28f,L75g,1/5+,1
-1262074010,2021/01/21 05:15:00,SOEM1,5118,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BB3430.1,AMM 2PB,-40.7,D30b,D22e,1/2+,1
623231038,2021/01/21 05:15:00,SOEM1,5124,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0940.1,AMM 6PC,-46.7,B40a,B29c,1/2+,1
623231038,2021/01/21 05:15:00,SOEM1,5124,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0940.1,AMM 6PC,-99.9,B40b,b20a,1/3+,1
-157178099,2021/01/21 05:15:00,SOEM1,5119,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0947.1,AMM 6PC,-43.2,B47c,b03n,1/4+,1
-157178099,2021/01/21 05:15:00,SOEM1,5119,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0947.1,AMM 6PC,-99.9,B47b,b25a,1/3+,1
-157178099,2021/01/21 05:15:00,SOEM1,5119,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0947.1,AMM 6PC,-99.9,B47a,B85c,1/2+,1
-1841993474,2021/01/21 05:15:00,SOEM1,5126,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BL5517.1,AMM 2PB,-36.6,b17b,b51a,1/3+,1
-1841993474,2021/01/21 05:15:00,SOEM1,5126,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL5517.1,AMM 2PB,-39.8,b17a,B39c,1/2+,1
1777559672,2021/01/21 05:15:00,SOEM1,5123,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT04-TN2.1,AMM 20PB,-45.4,AT4y,682n,1/5+,1
1777559672,2021/01/21 05:15:00,SOEM1,5123,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT04-TN2.1,AMM 20PB,-46.4,AT4n,682d,1/4+,1
-2079301306,2021/01/21 05:15:00,SOEM1,5117,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT18-TN2.1,AMM 20PB,-44.8,ATJr,243a,1/6+,1
-2079301306,2021/01/21 05:15:00,SOEM1,5117,1/7.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT18-TN2.1,AMM 20PB,-45.7,ATJt,243g,1/7+,1
-2079301306,2021/01/21 05:15:00,SOEM1,5117,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT18-TN2.1,AMM 20PB,-43.8,ATJh,243f,1/5+,1
-2079301306,2021/01/21 05:15:00,SOEM1,5117,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-ALT18-TN2.1,AMM 20PB,-44.8,ATJd,243d,1/4+,1
-1502646058,2021/01/21 05:15:00,SOEM1,5125,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL5518.1,AMM 2PB,-45.1,b18a,BT2a,1/2+,1
-1225727421,2021/01/21 05:15:00,SOEM1,5112,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BL5589.1,AMM 2PB,-41.0,b89a,B06a,1/3+,1
2093520841,2021/01/21 05:15:00,SOEM1,5113,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5180.1,AMM 2PB,-38.5,480a,402a,1/2+,1
2093520841,2021/01/21 05:15:00,SOEM1,5113,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5180.1,AMM 2PB,-37.6,480b,479c,1/3+,1
844860209,2021/01/21 05:15:00,SOEM1,5143,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL0009.1,AMM 2PB,-34.1,P09a,691b,1/2+,1
141734237,2021/01/21 05:15:00,SOEM1,5136,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BM6461.1,AMM 2PB,-47.0,u61a,u02b,1/2+,1
291777250,2021/01/21 05:15:00,SOEM1,5131,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6204.1,AMM 2PB,-44.5,h04a,A64d,1/2+,1
-1268598343,2021/01/21 05:15:00,SOEM1,5141,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL5523.1,AMM 2PB,-45.1,B23a,B38b,1/2+,1
804184915,2021/01/21 05:15:00,SOEM1,5127,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-SE1997.1,AMM 2PB,-43.5,S97c,889b,1/3+,1
804184915,2021/01/21 05:15:00,SOEM1,5127,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-SE1997.1,AMM 2PB,-41.3,S97b,S07c,1/2+,1
2043130191,2021/01/21 05:15:00,SOEM1,5129,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0904.1,AMM 6PC,-43.2,B04d,b44a,1/4+,1
2043130191,2021/01/21 05:15:00,SOEM1,5129,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0904.1,AMM 6PC,-40.1,B04b,B02c,1/3+,1
2043130191,2021/01/21 05:15:00,SOEM1,5129,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0904.1,AMM 6PC,-49.8,B04c,BP1b,1/2+,1
-867093297,2021/01/21 05:15:00,SOEM1,5142,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0997.1,AMM 2PB,-43.8,B97a,B26a,1/2+,1
-867093297,2021/01/21 05:15:00,SOEM1,5142,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BL0997.1,AMM 2PB,-40.7,B97b,B66c,1/3+,1
1046432758,2021/01/21 05:15:00,SOEM1,5140,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5294.1,AMM 6PC,-43.5,h94b,h10b,1/3+,1
1046432758,2021/01/21 05:15:00,SOEM1,5140,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5294.1,AMM 6PC,-45.4,H94a,A99d,1/2+,1
1046432758,2021/01/21 05:15:00,SOEM1,5140,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL5294.1,AMM 6PC,-44.8,h94c,x32a,1/4+,1
-1955548282,2021/01/21 05:15:00,SOEM1,5138,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BL5519.1,AMM 6PC,-46.4,b19c,b90a,1/4+,1
-1955548282,2021/01/21 05:15:00,SOEM1,5138,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-BL5519.1,AMM 6PC,-48.2,b19b,b91a,1/3+,1
-1955548282,2021/01/21 05:15:00,SOEM1,5138,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-BL5519.1,AMM 6PC,-99.9,b19a,B24f,1/2+,1
-1947674205,2021/01/21 05:15:00,SOEM1,5116,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6226.1,AMM 6PC,-99.9,f26c,p16a,1/4+,1
-1947674205,2021/01/21 05:15:00,SOEM1,5116,1/2.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6226.1,AMM 6PC,-46.0,f26a,A28h,1/2+,1
-1947674205,2021/01/21 05:15:00,SOEM1,5116,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL6226.1,AMM 6PC,-99.9,f26b,f97a,1/3+,1
-306149184,2021/01/21 05:15:00,SOEM1,5137,1/5.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1678.1,AMM 6PC,-41.6,A78b,AT7d,1/5+,1
-306149184,2021/01/21 05:15:00,SOEM1,5137,1/6.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1678.1,AMM 6PC,-35.4,A78a,x34a,1/6+,1
-306149184,2021/01/21 05:15:00,SOEM1,5137,1/3.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1678.1,AMM 6PC,-48.5,A78c,A83b,1/3+,1
-306149184,2021/01/21 05:15:00,SOEM1,5137,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-AL1678.1,AMM 6PC,-40.1,A78d,AW9b,1/4+,1
-1971276626,2021/01/21 05:15:00,SOEM1,5114,1/4.1/1,2021-01-21 00:00:00,24,Near End,TN-BB3422.1,AMM 20PB,-40.7,D22t,ST3t,1/4+,1
-1971276626,2021/01/21 05:15:00,SOEM1,5114,1/15.1/1,2021-01-21 00:00:00,24,Near End,TN-BB3422.1,AMM 20PB,-42.0,D22e,D30b,1/15+,1
