Network_SID,DateTime_Key,NodeName,NeId,Object,Time,Interval,Direction,NeAlias,NeType,RFInputPower,TID,FarEndTID,SLOT,PORT
-675375834,1/21/2021 5:15,SOEM1,5008,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TE1240.1,AMM 2PB,-50.4,340b,309d,,
944624046,1/21/2021 5:15,SOEM1,5018,1/2.1/1,1/21/2021 0:00,24,Near End,TN-MS2876.1,AMM 2PB,-36.3,m76z,m75z,,
863954649,1/21/2021 5:15,SOEM1,5019,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TP4266.1,AMM 2PB,-42.9,T66a,T41c,,
696042998,1/21/2021 5:15,SOEM1,5005,1/2.1/1,1/21/2021 0:00,24,Near End,TN-AL5490.1,AMM 2PB,-39.1,690b,h98b,,
-348877127,1/21/2021 5:15,SOEM1,5031,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BM3598-TN2.1,AMM 2PB,-45.1,U98a,V17a,,
-348877127,1/21/2021 5:15,SOEM1,5031,1/3.1/1,1/21/2021 0:00,24,Near End,TN-BM3598-TN2.1,AMM 2PB,-44.8,U98b,U29c,,
-580670137,1/21/2021 5:15,SOEM1,5017,1/2.1/1,1/21/2021 0:00,24,Near End,TN-JI1874-TN2.1,AMM 2PB,-47,I74d,I91b,,
-871685301,1/21/2021 5:15,SOEM1,5024,1/2.1/1,1/21/2021 0:00,24,Near End,TN-AL5258.1,AMM 2PB,-39.8,h58a,A77f,,
833527725,1/21/2021 5:15,SOEM1,5023,1/6.1/1,1/21/2021 0:00,24,Near End,TN-TP4260.1,AMM 6PC,-45.7,T60a,T69a,,
833527725,1/21/2021 5:15,SOEM1,5023,1/4.1/1,1/21/2021 0:00,24,Near End,TN-TP4260.1,AMM 6PC,-46,T60c,T83f,,
-1860850081,1/21/2021 5:15,SOEM1,5028,1/15.1/1,1/21/2021 0:00,24,Near End,TN-BM3533-TN1.1,AMM 20PB,-42.9,U33m,699a,,
-1860850081,1/21/2021 5:15,SOEM1,5028,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BM3533-TN1.1,AMM 20PB,-42.3,U33b,UT1c,,
-1860850081,1/21/2021 5:15,SOEM1,5028,1/3.1/1,1/21/2021 0:00,24,Near End,TN-BM3533-TN1.1,AMM 20PB,-48.2,U33b,UT1c,,
-1975131129,1/21/2021 5:15,SOEM1,5007,1/6.1/1,1/21/2021 0:00,24,Near End,TN-AL1664.1,AMM 6PC,-39.1,A64e,240a,,
-1975131129,1/21/2021 5:15,SOEM1,5007,1/5.1/1,1/21/2021 0:00,24,Near End,TN-AL1664.1,AMM 6PC,-44.5,A64c,f24b,,
-1975131129,1/21/2021 5:15,SOEM1,5007,1/4.1/1,1/21/2021 0:00,24,Near End,TN-AL1664.1,AMM 6PC,-43.8,A64d,h04a,,
-1975131129,1/21/2021 5:15,SOEM1,5007,1/3.1/1,1/21/2021 0:00,24,Near End,TN-AL1664.1,AMM 6PC,-39.8,A64b,A88h,,
-1975131129,1/21/2021 5:15,SOEM1,5007,1/2.1/1,1/21/2021 0:00,24,Near End,TN-AL1664.1,AMM 6PC,-39.5,A64a,A88g,,
2099211801,1/21/2021 5:15,SOEM1,5049,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TP4248.1,AMM 2PB,-41,T48b,T12d,,
1557421418,1/21/2021 5:15,SOEM1,5044,1/5.1/1,1/21/2021 0:00,24,Near End,TN-TP4209.1,AMM 6PC,-42.9,T09d,T62a,,
1354586271,1/21/2021 5:15,SOEM1,5040,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TP4616.1,AMM 2PB,-38.2,t16a,T83d,,
1587490251,1/21/2021 5:15,SOEM1,5061,1/14.1/1,1/21/2021 0:00,24,Near End,TN-TPT03-TN2.1,AMM 20PB,-37.3,TT3e,T23b,,
1587490251,1/21/2021 5:15,SOEM1,5061,1/13.1/1,1/21/2021 0:00,24,Near End,TN-TPT03-TN2.1,AMM 20PB,-45.7,TT3m,T64a,,
1587490251,1/21/2021 5:15,SOEM1,5061,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TPT03-TN2.1,AMM 20PB,-37.9,TT3e,T45b,,
1587490251,1/21/2021 5:15,SOEM1,5061,1/3.1/1,1/21/2021 0:00,24,Near End,TN-TPT03-TN2.1,AMM 20PB,-38.2,TT3b,T45d,,
-2025991973,1/21/2021 5:15,SOEM1,5056,1/3.1/1,1/21/2021 0:00,24,Near End,TN-TP4241.1,AMM 2PB,-46,T41b,T12c,,
-2025991973,1/21/2021 5:15,SOEM1,5056,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TP4241.1,AMM 2PB,-41.6,T41c,T66a,,
1321072129,1/21/2021 5:15,SOEM1,5043,1/5.1/1,1/21/2021 0:00,24,Near End,TN-BM3576-TN2.1,AMM 6PC,-47,U76h,U09p,,
1321072129,1/21/2021 5:15,SOEM1,5043,1/3.1/1,1/21/2021 0:00,24,Near End,TN-BM3576-TN2.1,AMM 6PC,-46,U76f,U09s,,
1321072129,1/21/2021 5:15,SOEM1,5043,1/4.1/1,1/21/2021 0:00,24,Near End,TN-BM3576-TN2.1,AMM 6PC,-48.2,U76g,U09v,,
1321072129,1/21/2021 5:15,SOEM1,5043,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BM3576-TN2.1,AMM 6PC,-48.5,U76e,U09r,,
302177801,1/21/2021 5:15,SOEM1,5053,1/4.1/1,1/21/2021 0:00,24,Near End,TN-TPT07.1,AMM 6PC,-49.5,TT7b,T27a,,
302177801,1/21/2021 5:15,SOEM1,5053,1/3.1/1,1/21/2021 0:00,24,Near End,TN-TPT07.1,AMM 6PC,-41.3,TT7a,TT2k,,
302177801,1/21/2021 5:15,SOEM1,5053,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TPT07.1,AMM 6PC,-37.6,TT7a,TT2k,,
-2075271765,1/21/2021 5:15,SOEM1,5046,1/2.1/1,1/21/2021 0:00,24,Near End,TN-AL5298.1,AMM 2PB,-99.9,h98a,264b,,
-2075271765,1/21/2021 5:15,SOEM1,5046,1/3.1/1,1/21/2021 0:00,24,Near End,TN-AL5298.1,AMM 2PB,-40.4,h98b,690b,,
-1743585336,1/21/2021 5:15,SOEM1,5014,1/6.1/1,1/21/2021 0:00,24,Near End,TN-TP4202.1,AMM 6PC,-46.4,T02d,T46a,,
-1743585336,1/21/2021 5:15,SOEM1,5014,1/3.1/1,1/21/2021 0:00,24,Near End,TN-TP4202.1,AMM 6PC,-45.7,T02c,T44b,,
-1743585336,1/21/2021 5:15,SOEM1,5014,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TP4202.1,AMM 6PC,-42,T02e,T83d,,
1767305589,1/21/2021 5:15,SOEM1,5038,1/5.1/1,1/21/2021 0:00,24,Near End,TN-TP4245.1,AMM 6PC,-38.2,T45d,TT3b,,
1767305589,1/21/2021 5:15,SOEM1,5038,1/4.1/1,1/21/2021 0:00,24,Near End,TN-TP4245.1,AMM 6PC,-39.1,T45b,TT3e,,
1767305589,1/21/2021 5:15,SOEM1,5038,1/3.1/1,1/21/2021 0:00,24,Near End,TN-TP4245.1,AMM 6PC,-36.3,T45g,T83a,,
1767305589,1/21/2021 5:15,SOEM1,5038,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TP4245.1,AMM 6PC,-36.9,T45f,T83c,,
2120391467,1/21/2021 5:15,SOEM1,5077,1/2.1/1,1/21/2021 0:00,24,Near End,TN-MS3228.1,AMM 2PB,-41.3,M28z,m83z,,
1994037791,1/21/2021 5:15,SOEM1,5081,1/2.1/1,1/21/2021 0:00,24,Near End,TN-AI4483.1,AMM 2PB,-40.4,a83a,a03e,,
-815711296,1/21/2021 5:15,SOEM1,5085,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TP4259.1,AMM 6PC,-41.6,T59a,T82b,,
-815711296,1/21/2021 5:15,SOEM1,5085,1/6.1/1,1/21/2021 0:00,24,Near End,TN-TP4259.1,AMM 6PC,-37.9,T59d,T13c,,
1814209629,1/21/2021 5:15,SOEM1,5076,1/3.1/1,1/21/2021 0:00,24,Near End,TN-AL6551.1,AMM 2PB,-45.7,K51b,A07a,,
1814209629,1/21/2021 5:15,SOEM1,5076,1/2.1/1,1/21/2021 0:00,24,Near End,TN-AL6551.1,AMM 2PB,-99.9,k51a,n05d,,
-1844284923,1/21/2021 5:15,SOEM1,5067,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TP4227.1,AMM 2PB,-47.9,T27a,TT7b,,
915360445,1/21/2021 5:15,SOEM1,5078,1/3.1/1,1/21/2021 0:00,24,Near End,TN-TO1580.1,AMM 6PC,-44.5,Z80b,ZTDe,,
915360445,1/21/2021 5:15,SOEM1,5078,1/5.1/1,1/21/2021 0:00,24,Near End,TN-TO1580.1,AMM 6PC,-38.2,Z80f,JTDm,,
915360445,1/21/2021 5:15,SOEM1,5078,1/6.1/1,1/21/2021 0:00,24,Near End,TN-TO1580.1,AMM 6PC,-45.4,Z80d,J62a,,
915360445,1/21/2021 5:15,SOEM1,5078,1/4.1/1,1/21/2021 0:00,24,Near End,TN-TO1580.1,AMM 6PC,-38.5,Z80e,JTDm,,
915360445,1/21/2021 5:15,SOEM1,5078,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TO1580.1,AMM 6PC,-46.4,Z80c,ZTDh,,
1027617305,1/21/2021 5:15,SOEM1,5062,1/5.1/1,1/21/2021 0:00,24,Near End,TN-TP4283-TN1.1,AMM 6PC,-37.3,T83a,T45g,,
1027617305,1/21/2021 5:15,SOEM1,5062,1/6.1/1,1/21/2021 0:00,24,Near End,TN-TP4283-TN1.1,AMM 6PC,-42.9,T83e,t12a,,
1027617305,1/21/2021 5:15,SOEM1,5062,1/4.1/1,1/21/2021 0:00,24,Near End,TN-TP4283-TN1.1,AMM 6PC,-36.9,T83c,T45f,,
1027617305,1/21/2021 5:15,SOEM1,5062,1/3.1/1,1/21/2021 0:00,24,Near End,TN-TP4283-TN1.1,AMM 6PC,-49.8,T83b,T82a,,
1027617305,1/21/2021 5:15,SOEM1,5062,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TP4283-TN1.1,AMM 6PC,-44.2,T83d,T02e,,
-635825457,1/21/2021 5:15,SOEM1,5075,1/15.1/1,1/21/2021 0:00,24,Near End,TN-TPT03-TN1.1,AMM 20PB,-42,TT3r,t19a,,
-635825457,1/21/2021 5:15,SOEM1,5075,1/17.1/1,1/21/2021 0:00,24,Near End,TN-TPT03-TN1.1,AMM 20PB,-41,TT3m,T42f,,
-635825457,1/21/2021 5:15,SOEM1,5075,1/8.1/1,1/21/2021 0:00,24,Near End,TN-TPT03-TN1.1,AMM 20PB,-99.9,TT3g,TT2i,,
-635825457,1/21/2021 5:15,SOEM1,5075,1/16.1/1,1/21/2021 0:00,24,Near End,TN-TPT03-TN1.1,AMM 20PB,-42.3,TT3i,T42b,,
432661662,1/21/2021 5:15,SOEM1,5083,1/6.1/1,1/21/2021 0:00,24,Near End,TN-TP4242.1,AMM 6PC,-42.9,T42c,T62b,,
432661662,1/21/2021 5:15,SOEM1,5083,1/5.1/1,1/21/2021 0:00,24,Near End,TN-TP4242.1,AMM 6PC,-42.9,T42a,T01a,,
432661662,1/21/2021 5:15,SOEM1,5083,1/4.1/1,1/21/2021 0:00,24,Near End,TN-TP4242.1,AMM 6PC,-44.2,T42d,T61b,,
432661662,1/21/2021 5:15,SOEM1,5083,1/3.1/1,1/21/2021 0:00,24,Near End,TN-TP4242.1,AMM 6PC,-41.6,T42f,TT3m,,
432661662,1/21/2021 5:15,SOEM1,5083,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TP4242.1,AMM 6PC,-42.3,T42b,TT3i,,
780834985,1/21/2021 5:15,SOEM1,5080,1/16.1/1,1/21/2021 0:00,24,Near End,TN-TPT02.1,AMM 20PB,-41.6,TT2l,T71a,,
780834985,1/21/2021 5:15,SOEM1,5080,1/12.1/1,1/21/2021 0:00,24,Near End,TN-TPT02.1,AMM 20PB,-39.8,TT2m,T04b,,
780834985,1/21/2021 5:15,SOEM1,5080,1/6.1/1,1/21/2021 0:00,24,Near End,TN-TPT02.1,AMM 20PB,-37.3,TT2k,TT7a,,
780834985,1/21/2021 5:15,SOEM1,5080,1/7.1/1,1/21/2021 0:00,24,Near End,TN-TPT02.1,AMM 20PB,-42.9,TT2k,TT7a,,
780834985,1/21/2021 5:15,SOEM1,5080,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TPT02.1,AMM 20PB,-42.3,TT2m,T70a,,
780834985,1/21/2021 5:15,SOEM1,5080,1/19.1/1,1/21/2021 0:00,24,Near End,TN-TPT02.1,AMM 20PB,-45.7,TT2e,T03b,,
-1661500532,1/21/2021 5:15,SOEM1,5086,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BM6454.1,AMM 2PB,-46.4,u54a,U09j,,
497654824,1/21/2021 5:15,SOEM1,5101,1/2.1/1,1/21/2021 0:00,24,Near End,TN-MS2823.1,AMM 2PB,-49.5,m23z,mT2z,,
-1837302594,1/21/2021 5:15,SOEM1,5096,1/3.1/1,1/21/2021 0:00,24,Near End,TN-AL4938.1,AMM 2PB,0,L38d,L24e,,
2061058089,1/21/2021 5:15,SOEM1,5098,1/2.1/1,1/21/2021 0:00,24,Near End,TN-MS2872.1,AMM 2PB,-53.3,m72a,m15d,,
-1970161050,1/21/2021 5:15,SOEM1,5100,1/3.1/1,1/21/2021 0:00,24,Near End,TN-MS3236.1,AMM 2PB,-40.4,M36z,m22z,,
-2109255427,1/21/2021 5:15,SOEM1,5082,1/3.1/1,1/21/2021 0:00,24,Near End,TN-TP4262.1,AMM 2PB,-41.6,T62a,T09d,,
-2109255427,1/21/2021 5:15,SOEM1,5082,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TP4262.1,AMM 2PB,-42.9,T62b,T42c,,
694734144,1/21/2021 5:15,SOEM1,5097,1/2.1/1,1/21/2021 0:00,24,Near End,TN-TP4624.1,AMM 2PB,-46.4,t24a,T15e,,
851975468,1/21/2021 5:15,SOEM1,5095,1/6.1/1,1/21/2021 0:00,24,Near End,TN-AL5112.1,AMM 6PC,-40.4,412a,ATMd,,
851975468,1/21/2021 5:15,SOEM1,5095,1/5.1/1,1/21/2021 0:00,24,Near End,TN-AL5112.1,AMM 6PC,-48.9,412a,L92e,,
851975468,1/21/2021 5:15,SOEM1,5095,1/3.1/1,1/21/2021 0:00,24,Near End,TN-AL5112.1,AMM 6PC,-38.5,412a,413b,,
-305847538,1/21/2021 5:15,SOEM1,5094,1/5.1/1,1/21/2021 0:00,24,Near End,TN-AL1639.1,AMM 20PB,-47.3,239h,A39h,,
-305847538,1/21/2021 5:15,SOEM1,5094,1/4.1/1,1/21/2021 0:00,24,Near End,TN-AL1639.1,AMM 20PB,-49.2,239j,A39g,,
-305847538,1/21/2021 5:15,SOEM1,5094,1/6.1/1,1/21/2021 0:00,24,Near End,TN-AL1639.1,AMM 20PB,-34.7,A39b,A52c,,
-305847538,1/21/2021 5:15,SOEM1,5094,1/2.1/1,1/21/2021 0:00,24,Near End,TN-AL1639.1,AMM 20PB,-50.4,239e,A39e,,
-305847538,1/21/2021 5:15,SOEM1,5094,1/7.1/1,1/21/2021 0:00,24,Near End,TN-AL1639.1,AMM 20PB,-38.5,A39c,A52i,,
-305847538,1/21/2021 5:15,SOEM1,5094,1/3.1/1,1/21/2021 0:00,24,Near End,TN-AL1639.1,AMM 20PB,-48.2,239f,A39f,,
-989845843,1/21/2021 5:15,SOEM1,5105,1/3.1/1,1/21/2021 0:00,24,Near End,TN-AL5269.1,AMM 6PC,-44.2,h69a,528b,,
-989845843,1/21/2021 5:15,SOEM1,5105,1/4.1/1,1/21/2021 0:00,24,Near End,TN-AL5269.1,AMM 6PC,-44.8,h69B,AP9A,,
-989845843,1/21/2021 5:15,SOEM1,5105,1/5.1/1,1/21/2021 0:00,24,Near End,TN-AL5269.1,AMM 6PC,-37.6,h69d,k21b,,
-989845843,1/21/2021 5:15,SOEM1,5105,1/2.1/1,1/21/2021 0:00,24,Near End,TN-AL5269.1,AMM 6PC,-42.6,h69b,A44h,,
1625662989,1/21/2021 5:15,SOEM1,5120,1/2.1/1,1/21/2021 0:00,24,Near End,TN-AL4932.1,AMM 6PC,-36.9,L32b,L37c,,
334776584,1/21/2021 5:15,SOEM1,5091,1/4.1/1,1/21/2021 0:00,24,Near End,TN-AL1628.1,AMM 20PB,-43.8,A28c,L75b,,
334776584,1/21/2021 5:15,SOEM1,5091,1/2.1/1,1/21/2021 0:00,24,Near End,TN-AL1628.1,AMM 20PB,-44.8,A28a,L75n,,
334776584,1/21/2021 5:15,SOEM1,5091,1/15.1/1,1/21/2021 0:00,24,Near End,TN-AL1628.1,AMM 20PB,-36,A28g,n16a,,
334776584,1/21/2021 5:15,SOEM1,5091,1/14.1/1,1/21/2021 0:00,24,Near End,TN-AL1628.1,AMM 20PB,-45.4,A28h,f26a,,
334776584,1/21/2021 5:15,SOEM1,5091,1/7.1/1,1/21/2021 0:00,24,Near End,TN-AL1628.1,AMM 20PB,-88.4,A28i,h79a,,
334776584,1/21/2021 5:15,SOEM1,5091,1/8.1/1,1/21/2021 0:00,24,Near End,TN-AL1628.1,AMM 20PB,-87.1,A28j,h79d,,
334776584,1/21/2021 5:15,SOEM1,5091,1/3.1/1,1/21/2021 0:00,24,Near End,TN-AL1628.1,AMM 20PB,-43.8,A28b,L75m,,
334776584,1/21/2021 5:15,SOEM1,5091,1/5.1/1,1/21/2021 0:00,24,Near End,TN-AL1628.1,AMM 20PB,-43.8,A28f,L75g,,
-1262074010,1/21/2021 5:15,SOEM1,5118,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BB3430.1,AMM 2PB,-40.7,D30b,D22e,,
623231038,1/21/2021 5:15,SOEM1,5124,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BL0940.1,AMM 6PC,-46.7,B40a,B29c,,
623231038,1/21/2021 5:15,SOEM1,5124,1/3.1/1,1/21/2021 0:00,24,Near End,TN-BL0940.1,AMM 6PC,-99.9,B40b,b20a,,
-157178099,1/21/2021 5:15,SOEM1,5119,1/4.1/1,1/21/2021 0:00,24,Near End,TN-BL0947.1,AMM 6PC,-43.2,B47c,b03n,,
-157178099,1/21/2021 5:15,SOEM1,5119,1/3.1/1,1/21/2021 0:00,24,Near End,TN-BL0947.1,AMM 6PC,-99.9,B47b,b25a,,
-157178099,1/21/2021 5:15,SOEM1,5119,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BL0947.1,AMM 6PC,-99.9,B47a,B85c,,
-1841993474,1/21/2021 5:15,SOEM1,5126,1/3.1/1,1/21/2021 0:00,24,Near End,TN-BL5517.1,AMM 2PB,-36.6,b17b,b51a,,
-1841993474,1/21/2021 5:15,SOEM1,5126,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BL5517.1,AMM 2PB,-39.8,b17a,B39c,,
1777559672,1/21/2021 5:15,SOEM1,5123,1/5.1/1,1/21/2021 0:00,24,Near End,TN-ALT04-TN2.1,AMM 20PB,-45.4,AT4y,682n,,
1777559672,1/21/2021 5:15,SOEM1,5123,1/4.1/1,1/21/2021 0:00,24,Near End,TN-ALT04-TN2.1,AMM 20PB,-46.4,AT4n,682d,,
-2079301306,1/21/2021 5:15,SOEM1,5117,1/6.1/1,1/21/2021 0:00,24,Near End,TN-ALT18-TN2.1,AMM 20PB,-44.8,ATJr,243a,,
-2079301306,1/21/2021 5:15,SOEM1,5117,1/7.1/1,1/21/2021 0:00,24,Near End,TN-ALT18-TN2.1,AMM 20PB,-45.7,ATJt,243g,,
-2079301306,1/21/2021 5:15,SOEM1,5117,1/5.1/1,1/21/2021 0:00,24,Near End,TN-ALT18-TN2.1,AMM 20PB,-43.8,ATJh,243f,,
-2079301306,1/21/2021 5:15,SOEM1,5117,1/4.1/1,1/21/2021 0:00,24,Near End,TN-ALT18-TN2.1,AMM 20PB,-44.8,ATJd,243d,,
-1502646058,1/21/2021 5:15,SOEM1,5125,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BL5518.1,AMM 2PB,-45.1,b18a,BT2a,,
-1225727421,1/21/2021 5:15,SOEM1,5112,1/3.1/1,1/21/2021 0:00,24,Near End,TN-BL5589.1,AMM 2PB,-41,b89a,B06a,,
2093520841,1/21/2021 5:15,SOEM1,5113,1/2.1/1,1/21/2021 0:00,24,Near End,TN-AL5180.1,AMM 2PB,-38.5,480a,402a,,
2093520841,1/21/2021 5:15,SOEM1,5113,1/3.1/1,1/21/2021 0:00,24,Near End,TN-AL5180.1,AMM 2PB,-37.6,480b,479c,,
844860209,1/21/2021 5:15,SOEM1,5143,1/2.1/1,1/21/2021 0:00,24,Near End,TN-AL0009.1,AMM 2PB,-34.1,P09a,691b,,
141734237,1/21/2021 5:15,SOEM1,5136,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BM6461.1,AMM 2PB,-47,u61a,u02b,,
291777250,1/21/2021 5:15,SOEM1,5131,1/2.1/1,1/21/2021 0:00,24,Near End,TN-AL6204.1,AMM 2PB,-44.5,h04a,A64d,,
-1268598343,1/21/2021 5:15,SOEM1,5141,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BL5523.1,AMM 2PB,-45.1,B23a,B38b,,
804184915,1/21/2021 5:15,SOEM1,5127,1/3.1/1,1/21/2021 0:00,24,Near End,TN-SE1997.1,AMM 2PB,-43.5,S97c,889b,,
804184915,1/21/2021 5:15,SOEM1,5127,1/2.1/1,1/21/2021 0:00,24,Near End,TN-SE1997.1,AMM 2PB,-41.3,S97b,S07c,,
2043130191,1/21/2021 5:15,SOEM1,5129,1/4.1/1,1/21/2021 0:00,24,Near End,TN-BL0904.1,AMM 6PC,-43.2,B04d,b44a,,
2043130191,1/21/2021 5:15,SOEM1,5129,1/3.1/1,1/21/2021 0:00,24,Near End,TN-BL0904.1,AMM 6PC,-40.1,B04b,B02c,,
2043130191,1/21/2021 5:15,SOEM1,5129,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BL0904.1,AMM 6PC,-49.8,B04c,BP1b,,
-867093297,1/21/2021 5:15,SOEM1,5142,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BL0997.1,AMM 2PB,-43.8,B97a,B26a,,
-867093297,1/21/2021 5:15,SOEM1,5142,1/3.1/1,1/21/2021 0:00,24,Near End,TN-BL0997.1,AMM 2PB,-40.7,B97b,B66c,,
1046432758,1/21/2021 5:15,SOEM1,5140,1/3.1/1,1/21/2021 0:00,24,Near End,TN-AL5294.1,AMM 6PC,-43.5,h94b,h10b,,
1046432758,1/21/2021 5:15,SOEM1,5140,1/2.1/1,1/21/2021 0:00,24,Near End,TN-AL5294.1,AMM 6PC,-45.4,H94a,A99d,,
1046432758,1/21/2021 5:15,SOEM1,5140,1/4.1/1,1/21/2021 0:00,24,Near End,TN-AL5294.1,AMM 6PC,-44.8,h94c,x32a,,
-1955548282,1/21/2021 5:15,SOEM1,5138,1/4.1/1,1/21/2021 0:00,24,Near End,TN-BL5519.1,AMM 6PC,-46.4,b19c,b90a,,
-1955548282,1/21/2021 5:15,SOEM1,5138,1/3.1/1,1/21/2021 0:00,24,Near End,TN-BL5519.1,AMM 6PC,-48.2,b19b,b91a,,
-1955548282,1/21/2021 5:15,SOEM1,5138,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BL5519.1,AMM 6PC,-99.9,b19a,B24f,,
-1947674205,1/21/2021 5:15,SOEM1,5116,1/4.1/1,1/21/2021 0:00,24,Near End,TN-AL6226.1,AMM 6PC,-99.9,f26c,p16a,,
-1947674205,1/21/2021 5:15,SOEM1,5116,1/2.1/1,1/21/2021 0:00,24,Near End,TN-AL6226.1,AMM 6PC,-46,f26a,A28h,,
-1947674205,1/21/2021 5:15,SOEM1,5116,1/3.1/1,1/21/2021 0:00,24,Near End,TN-AL6226.1,AMM 6PC,-99.9,f26b,f97a,,
-306149184,1/21/2021 5:15,SOEM1,5137,1/5.1/1,1/21/2021 0:00,24,Near End,TN-AL1678.1,AMM 6PC,-41.6,A78b,AT7d,,
-306149184,1/21/2021 5:15,SOEM1,5137,1/6.1/1,1/21/2021 0:00,24,Near End,TN-AL1678.1,AMM 6PC,-35.4,A78a,x34a,,
-306149184,1/21/2021 5:15,SOEM1,5137,1/3.1/1,1/21/2021 0:00,24,Near End,TN-AL1678.1,AMM 6PC,-48.5,A78c,A83b,,
-306149184,1/21/2021 5:15,SOEM1,5137,1/4.1/1,1/21/2021 0:00,24,Near End,TN-AL1678.1,AMM 6PC,-40.1,A78d,AW9b,,
-1971276626,1/21/2021 5:15,SOEM1,5114,1/4.1/1,1/21/2021 0:00,24,Near End,TN-BB3422.1,AMM 20PB,-40.7,D22t,ST3t,,
-1971276626,1/21/2021 5:15,SOEM1,5114,1/15.1/1,1/21/2021 0:00,24,Near End,TN-BB3422.1,AMM 20PB,-42,D22e,D30b,,
-1971276626,1/21/2021 5:15,SOEM1,5114,1/16.1/1,1/21/2021 0:00,24,Near End,TN-BB3422.1,AMM 20PB,-48.2,D22i,D52b,,
-1971276626,1/21/2021 5:15,SOEM1,5114,1/17.1/1,1/21/2021 0:00,24,Near End,TN-BB3422.1,AMM 20PB,-41.6,D22d,827c,,
-1971276626,1/21/2021 5:15,SOEM1,5114,1/12.1/1,1/21/2021 0:00,24,Near End,TN-BB3422.1,AMM 20PB,-40.4,D22c,D26b,,
-1971276626,1/21/2021 5:15,SOEM1,5114,1/6.1/1,1/21/2021 0:00,24,Near End,TN-BB3422.1,AMM 20PB,-40.7,D22l,D45b,,
-1971276626,1/21/2021 5:15,SOEM1,5114,1/3.1/1,1/21/2021 0:00,24,Near End,TN-BB3422.1,AMM 20PB,-40.7,D22k,D11j,,
-1971276626,1/21/2021 5:15,SOEM1,5114,1/5.1/1,1/21/2021 0:00,24,Near End,TN-BB3422.1,AMM 20PB,-40.1,D22f,ST3s,,
-1971276626,1/21/2021 5:15,SOEM1,5114,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BB3422.1,AMM 20PB,-40.4,D22j,D11h,,
2078704312,1/21/2021 5:15,SOEM1,5161,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BL0962.1,AMM 2PB,-46,B62b,B00f,,
29713670,1/21/2021 5:15,SOEM1,5132,1/3.1/1,1/21/2021 0:00,24,Near End,TN-BL0944.1,AMM 20PB,-38.5,B44b,B14k,,
29713670,1/21/2021 5:15,SOEM1,5132,1/2.1/1,1/21/2021 0:00,24,Near End,TN-BL0944.1,AMM 20PB,-38.2,B44a,B14b,,
29713670,1/21/2021 5:15,SOEM1,5132,1/7.1/1,1/21/2021 0:00,24,Near End,TN-BL0944.1,AMM 20PB,-40.4,B44f,BT2r,,
29713670,1/21/2021 5:15,SOEM1,5132,1/14.1/1,1/21/2021 0:00,24,Near End,TN-BL0944.1,AMM 20PB,-99.9,B44l,b71a,,
29713670,1/21/2021 5:15,SOEM1,5132,1/9.1/1,1/21/2021 0:00,24,Near End,TN-BL0944.1,AMM 20PB,-41.3,B44h,BT2x,,
29713670,1/21/2021 5:15,SOEM1,5132,1/8.1/1,1/21/2021 0:00,24,Near End,TN-BL0944.1,AMM 20PB,-41,B44g,BT2w,,
29713670,1/21/2021 5:15,SOEM1,5132,1/6.1/1,1/21/2021 0:00,24,Near End,TN-BL0944.1,AMM 20PB,-42.6,B44e,BT2q,,
29713670,1/21/2021 5:15,SOEM1,5132,1/4.1/1,1/21/2021 0:00,24,Near End,TN-BL0944.1,AMM 20PB,-37.6,B44c,B14e,,
29713670,1/21/2021 5:15,SOEM1,5132,1/5.1/1,1/21/2021 0:00,24,Near End,TN-BL0944.1,AMM 20PB,-37.9,B44d,B14h,,
